START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,START_TS,END_TS,duration_min,date,year,month,month_name,weekday,hour,day-night,MONTH,DAY
02-04-2016 08:40,02-04-2016 09:01,Business,Cary,Morrisville,5.2,Errand/Supplies,2016-02-04 08:40:00,2016-02-04 09:01:00,21.0,2016-02-04,2016,2,February,Thursday,8,Morning,Feb,Thus
02-04-2016 09:37,02-04-2016 10:09,Business,Morrisville,Cary,9.7,Meal/Entertain,2016-02-04 09:37:00,2016-02-04 10:09:00,32.0,2016-02-04,2016,2,February,Thursday,9,Morning,Feb,Thus
02-04-2016 10:26,02-04-2016 10:32,Business,Cary,Cary,1.6,Meal/Entertain,2016-02-04 10:26:00,2016-02-04 10:32:00,6.0,2016-02-04,2016,2,February,Thursday,10,Morning,Feb,Thus
02-04-2016 15:59,02-04-2016 16:03,Business,Cary,Cary,1.1,Meal/Entertain,2016-02-04 15:59:00,2016-02-04 16:03:00,4.0,2016-02-04,2016,2,February,Thursday,15,Afternoon,Feb,Thus
02-04-2016 16:35,02-04-2016 16:39,Business,Cary,Cary,1.6,Meal/Entertain,2016-02-04 16:35:00,2016-02-04 16:39:00,4.0,2016-02-04,2016,2,February,Thursday,16,Evening,Feb,Thus
02-04-2016 18:04,02-04-2016 18:31,Business,Whitebridge,Macgregor Downs,9.0,Meeting,2016-02-04 18:04:00,2016-02-04 18:31:00,27.0,2016-02-04,2016,2,February,Thursday,18,Evening,Feb,Thus
02-04-2016 20:36,02-04-2016 20:55,Business,Cary,Cary,7.7,Meeting,2016-02-04 20:36:00,2016-02-04 20:55:00,19.0,2016-02-04,2016,2,February,Thursday,20,Night,Feb,Thus
02-05-2016 11:47,02-05-2016 12:07,Business,Cary,Durham,10.4,Meeting,2016-02-05 11:47:00,2016-02-05 12:07:00,20.0,2016-02-05,2016,2,February,Friday,11,Afternoon,Feb,Fri
02-05-2016 13:22,02-05-2016 13:41,Business,Durham,Cary,10.4,Meeting,2016-02-05 13:22:00,2016-02-05 13:41:00,19.0,2016-02-05,2016,2,February,Friday,13,Afternoon,Feb,Fri
02-06-2016 16:20,02-06-2016 16:53,Business,Cary,Raleigh,11.4,Between Offices,2016-02-06 16:20:00,2016-02-06 16:53:00,33.0,2016-02-06,2016,2,February,Saturday,16,Evening,Feb,Sat
02-06-2016 18:57,02-06-2016 19:21,Business,Raleigh,Cary,9.0,Errand/Supplies,2016-02-06 18:57:00,2016-02-06 19:21:00,24.0,2016-02-06,2016,2,February,Saturday,18,Evening,Feb,Sat
02-06-2016 19:28,02-06-2016 19:37,Business,Edgehill Farms,Whitebridge,3.2,Meal/Entertain,2016-02-06 19:28:00,2016-02-06 19:37:00,9.0,2016-02-06,2016,2,February,Saturday,19,Evening,Feb,Sat
02-07-2016 16:49,02-07-2016 17:01,Business,Cary,Apex,5.6,Errand/Supplies,2016-02-07 16:49:00,2016-02-07 17:01:00,12.0,2016-02-07,2016,2,February,Sunday,16,Evening,Feb,Sun
02-07-2016 18:03,02-07-2016 18:17,Business,Apex,Cary,5.7,Customer Visit,2016-02-07 18:03:00,2016-02-07 18:17:00,14.0,2016-02-07,2016,2,February,Sunday,18,Evening,Feb,Sun
02-07-2016 18:39,02-07-2016 18:53,Business,Cary,Morrisville,6.1,Temporary Site,2016-02-07 18:39:00,2016-02-07 18:53:00,14.0,2016-02-07,2016,2,February,Sunday,18,Evening,Feb,Sun
02-07-2016 20:22,02-07-2016 20:40,Business,Morrisville,Cary,6.1,Meeting,2016-02-07 20:22:00,2016-02-07 20:40:00,18.0,2016-02-07,2016,2,February,Sunday,20,Night,Feb,Sun
02-08-2016 12:57,02-08-2016 13:08,Business,Whitebridge,Edgehill Farms,4.3,Meal/Entertain,2016-02-08 12:57:00,2016-02-08 13:08:00,11.0,2016-02-08,2016,2,February,Monday,12,Afternoon,Feb,Mon
02-08-2016 14:00,02-08-2016 14:10,Business,Edgehill Farms,Whitebridge,2.7,Meal/Entertain,2016-02-08 14:00:00,2016-02-08 14:10:00,10.0,2016-02-08,2016,2,February,Monday,14,Afternoon,Feb,Mon
02-09-2016 20:24,02-09-2016 20:40,Business,Morrisville,Cary,6.1,Meal/Entertain,2016-02-09 20:24:00,2016-02-09 20:40:00,16.0,2016-02-09,2016,2,February,Tuesday,20,Night,Feb,Tues
02-11-2016 16:28,02-11-2016 17:10,Business,Cary,Raleigh,17.3,Meal/Entertain,2016-02-11 16:28:00,2016-02-11 17:10:00,42.0,2016-02-11,2016,2,February,Thursday,16,Evening,Feb,Thus
02-11-2016 17:49,02-11-2016 18:10,Business,Eastgate,Walnut Terrace,5.7,Meal/Entertain,2016-02-11 17:49:00,2016-02-11 18:10:00,21.0,2016-02-11,2016,2,February,Thursday,17,Evening,Feb,Thus
02-11-2016 18:24,02-11-2016 18:46,Business,Raleigh,Morrisville,13.5,Temporary Site,2016-02-11 18:24:00,2016-02-11 18:46:00,22.0,2016-02-11,2016,2,February,Thursday,18,Evening,Feb,Thus
02-11-2016 20:36,02-11-2016 20:51,Business,Morrisville,Cary,6.1,Temporary Site,2016-02-11 20:36:00,2016-02-11 20:51:00,15.0,2016-02-11,2016,2,February,Thursday,20,Night,Feb,Thus
02-12-2016 08:21,02-12-2016 08:42,Business,Cary,Durham,8.5,Temporary Site,2016-02-12 08:21:00,2016-02-12 08:42:00,21.0,2016-02-12,2016,2,February,Friday,8,Morning,Feb,Fri
02-12-2016 10:45,02-12-2016 10:52,Business,Durham,Morrisville,2.6,Temporary Site,2016-02-12 10:45:00,2016-02-12 10:52:00,7.0,2016-02-12,2016,2,February,Friday,10,Morning,Feb,Fri
02-12-2016 11:14,02-12-2016 11:35,Business,Morrisville,Raleigh,17.0,Customer Visit,2016-02-12 11:14:00,2016-02-12 11:35:00,21.0,2016-02-12,2016,2,February,Friday,11,Afternoon,Feb,Fri
02-12-2016 13:02,02-12-2016 13:36,Business,Raleigh,Cary,18.0,Meeting,2016-02-12 13:02:00,2016-02-12 13:36:00,34.0,2016-02-12,2016,2,February,Friday,13,Afternoon,Feb,Fri
02-12-2016 14:49,02-12-2016 15:06,Business,Cary,Morrisville,8.4,Meeting,2016-02-12 14:49:00,2016-02-12 15:06:00,17.0,2016-02-12,2016,2,February,Friday,14,Afternoon,Feb,Fri
02-12-2016 15:33,02-12-2016 16:06,Business,Morrisville,Cary,11.5,Customer Visit,2016-02-12 15:33:00,2016-02-12 16:06:00,33.0,2016-02-12,2016,2,February,Friday,15,Afternoon,Feb,Fri
2/13/2016 14:21,2/13/2016 14:41,Business,Cary,Morrisville,8.9,Meeting,2016-02-13 14:21:00,2016-02-13 14:41:00,20.0,2016-02-13,2016,2,February,Saturday,14,Afternoon,Feb,Sat
2/14/2016 14:07,2/14/2016 14:40,Business,East Elmhurst,New York,8.1,Meeting,2016-02-14 14:07:00,2016-02-14 14:40:00,33.0,2016-02-14,2016,2,February,Sunday,14,Afternoon,Feb,Sun
2/14/2016 14:46,2/14/2016 15:03,Business,Midtown,Midtown West,2.0,Meeting,2016-02-14 14:46:00,2016-02-14 15:03:00,17.0,2016-02-14,2016,2,February,Sunday,14,Afternoon,Feb,Sun
2/14/2016 16:35,2/14/2016 17:02,Business,New York,Long Island City,13.0,Meeting,2016-02-14 16:35:00,2016-02-14 17:02:00,27.0,2016-02-14,2016,2,February,Sunday,16,Evening,Feb,Sun
2/14/2016 17:06,2/14/2016 17:29,Business,Long Island City,Jamaica,13.9,Meeting,2016-02-14 17:06:00,2016-02-14 17:29:00,23.0,2016-02-14,2016,2,February,Sunday,17,Evening,Feb,Sun
2/16/2016 3:21,2/16/2016 4:13,Business,Katunayaka,Unknown Location,43.7,Customer Visit,2016-02-16 03:21:00,2016-02-16 04:13:00,52.0,2016-02-16,2016,2,February,Tuesday,3,Morning,Feb,Tues
2/16/2016 13:43,2/16/2016 13:55,Business,Colombo,Colombo,1.8,Temporary Site,2016-02-16 13:43:00,2016-02-16 13:55:00,12.0,2016-02-16,2016,2,February,Tuesday,13,Afternoon,Feb,Tues
2/16/2016 17:17,2/16/2016 17:26,Business,Colombo,Nugegoda,1.1,Meal/Entertain,2016-02-16 17:17:00,2016-02-16 17:26:00,9.0,2016-02-16,2016,2,February,Tuesday,17,Evening,Feb,Tues
2/16/2016 17:40,2/16/2016 17:44,Business,Nugegoda,Unknown Location,3.6,Errand/Supplies,2016-02-16 17:40:00,2016-02-16 17:44:00,4.0,2016-02-16,2016,2,February,Tuesday,17,Evening,Feb,Tues
2/17/2016 13:18,2/17/2016 14:04,Business,Unknown Location,Colombo,14.7,Temporary Site,2016-02-17 13:18:00,2016-02-17 14:04:00,46.0,2016-02-17,2016,2,February,Wednesday,13,Afternoon,Feb,Wed
2/17/2016 15:17,2/17/2016 15:22,Business,Colombo,Colombo,1.7,Meal/Entertain,2016-02-17 15:17:00,2016-02-17 15:22:00,5.0,2016-02-17,2016,2,February,Wednesday,15,Afternoon,Feb,Wed
2/17/2016 15:33,2/17/2016 16:17,Business,Colombo,Katunayaka,21.4,Temporary Site,2016-02-17 15:33:00,2016-02-17 16:17:00,44.0,2016-02-17,2016,2,February,Wednesday,15,Afternoon,Feb,Wed
2/17/2016 16:38,2/17/2016 16:43,Business,Katunayaka,Katunayaka,0.5,Errand/Supplies,2016-02-17 16:38:00,2016-02-17 16:43:00,5.0,2016-02-17,2016,2,February,Wednesday,16,Evening,Feb,Wed
2/18/2016 8:19,2/18/2016 8:27,Business,Unknown Location,Unknown Location,23.5,Temporary Site,2016-02-18 08:19:00,2016-02-18 08:27:00,8.0,2016-02-18,2016,2,February,Thursday,8,Morning,Feb,Thus
2/18/2016 14:03,2/18/2016 14:45,Business,Unknown Location,Islamabad,12.7,Temporary Site,2016-02-18 14:03:00,2016-02-18 14:45:00,42.0,2016-02-18,2016,2,February,Thursday,14,Afternoon,Feb,Thus
2/18/2016 15:16,2/18/2016 15:31,Business,Islamabad,Unknown Location,6.0,Temporary Site,2016-02-18 15:16:00,2016-02-18 15:31:00,15.0,2016-02-18,2016,2,February,Thursday,15,Afternoon,Feb,Thus
2/18/2016 18:44,2/18/2016 18:58,Business,Unknown Location,Islamabad,5.2,Customer Visit,2016-02-18 18:44:00,2016-02-18 18:58:00,14.0,2016-02-18,2016,2,February,Thursday,18,Evening,Feb,Thus
2/18/2016 19:27,2/18/2016 20:08,Business,Islamabad,Unknown Location,10.0,Meeting,2016-02-18 19:27:00,2016-02-18 20:08:00,41.0,2016-02-18,2016,2,February,Thursday,19,Evening,Feb,Thus
2/19/2016 9:02,2/19/2016 9:14,Business,Unknown Location,Unknown Location,18.3,Meeting,2016-02-19 09:02:00,2016-02-19 09:14:00,12.0,2016-02-19,2016,2,February,Friday,9,Morning,Feb,Fri
2/19/2016 9:21,2/19/2016 9:51,Business,Unknown Location,Unknown Location,11.2,Meeting,2016-02-19 09:21:00,2016-02-19 09:51:00,30.0,2016-02-19,2016,2,February,Friday,9,Morning,Feb,Fri
2/19/2016 10:21,2/19/2016 10:48,Business,Unknown Location,Islamabad,7.6,Meeting,2016-02-19 10:21:00,2016-02-19 10:48:00,27.0,2016-02-19,2016,2,February,Friday,10,Morning,Feb,Fri
2/19/2016 12:09,2/19/2016 12:27,Business,Islamabad,Unknown Location,7.3,Temporary Site,2016-02-19 12:09:00,2016-02-19 12:27:00,18.0,2016-02-19,2016,2,February,Friday,12,Afternoon,Feb,Fri
2/20/2016 14:50,2/20/2016 15:54,Business,R?walpindi,R?walpindi,23.1,Meeting,2016-02-20 14:50:00,2016-02-20 15:54:00,64.0,2016-02-20,2016,2,February,Saturday,14,Afternoon,Feb,Sat
2/20/2016 18:00,2/20/2016 18:03,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies,2016-02-20 18:00:00,2016-02-20 18:03:00,3.0,2016-02-20,2016,2,February,Saturday,18,Evening,Feb,Sat
2/20/2016 19:28,2/20/2016 19:49,Business,Unknown Location,Unknown Location,7.7,Errand/Supplies,2016-02-20 19:28:00,2016-02-20 19:49:00,21.0,2016-02-20,2016,2,February,Saturday,19,Evening,Feb,Sat
2/21/2016 11:39,2/21/2016 11:43,Business,Unknown Location,Islamabad,2.4,Errand/Supplies,2016-02-21 11:39:00,2016-02-21 11:43:00,4.0,2016-02-21,2016,2,February,Sunday,11,Afternoon,Feb,Sun
2/21/2016 11:47,2/21/2016 12:01,Business,Islamabad,Islamabad,4.6,Errand/Supplies,2016-02-21 11:47:00,2016-02-21 12:01:00,14.0,2016-02-21,2016,2,February,Sunday,11,Afternoon,Feb,Sun
2/21/2016 12:13,2/21/2016 12:35,Business,Islamabad,Unknown Location,8.8,Meal/Entertain,2016-02-21 12:13:00,2016-02-21 12:35:00,22.0,2016-02-21,2016,2,February,Sunday,12,Afternoon,Feb,Sun
2/21/2016 12:51,2/21/2016 13:12,Business,Unknown Location,Unknown Location,8.3,Temporary Site,2016-02-21 12:51:00,2016-02-21 13:12:00,21.0,2016-02-21,2016,2,February,Sunday,12,Afternoon,Feb,Sun
2/21/2016 13:33,2/21/2016 14:30,Business,Unknown Location,Unknown Location,22.7,Temporary Site,2016-02-21 13:33:00,2016-02-21 14:30:00,57.0,2016-02-21,2016,2,February,Sunday,13,Afternoon,Feb,Sun
